framework,control,policy_file,category,control_domain,cis_level,platform,mapping_status
NIST SP 800-53 Rev 5,SI-16,Windows-Server-ASR-Block-PSExec-WMI-Process-Creation,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-16,Windows-Server-ASR-Block-Safe-Mode-Reboot,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-16,Windows-Server-ASR-Block-Untrusted-USB-Processes,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-16,Windows-Server-ASR-Block-WMI-Persistence,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-16,Windows-Server-ASR-Block-Webshell-Creation-Exchange,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),N/A,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-16,Windows-Server-ASR-Enable-Controlled-Folder-Access,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-2,Baseline - Defender for Endpoint Linux ,01_Defender_for_Endpoint (Windows + Linux),Linux Endpoint Security,L1,Linux,mapped
NIST SP 800-53 Rev 5,SI-2,Baseline - Microsoft Defender Antivirus,01_Defender_for_Endpoint (Windows + Linux),Malware Protection,L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-2,Baseline - Microsoft Defender Update controls,01_Defender_for_Endpoint (Windows + Linux),Patch Management,L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-2,CISv3 - EDGE - L1 - Enable component updates in Microsoft Edge,11_Microsoft_Edge_CIS_Benchmark,Patch Management,L1,Edge,mapped
NIST SP 800-53 Rev 5,SI-2,CISv3 - EDGE - L1 - Update policy override default,11_Microsoft_Edge_CIS_Benchmark,Patch Management,L1,Edge,mapped
NIST SP 800-53 Rev 5,SI-2,CISv4 - WIN - L1 - Allow Auto Update,09_Patch_Management,Patch Management,L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-2,CISv4 - WIN - L1 - Defer Feature Updates Period in Days,09_Patch_Management,Patch Management,L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-2,CISv4 - WIN - L1 - Pause Updates,09_Patch_Management,Patch Management,L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-2,Windows-Server-Defender-Antivirus,15_Defender_for_Endpoint_Windows_Server,Malware Protection,L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-2,Windows-Server-Defender-Device-Tag,15_Defender_for_Endpoint_Windows_Server,Malware Protection,L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-2,Windows-Server-Defender-Enable-File-Hash-Computation,15_Defender_for_Endpoint_Windows_Server,Malware Protection,L2,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-2,Windows-Server-Defender-Security-Experience,15_Defender_for_Endpoint_Windows_Server,Malware Protection,L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-2,Windows-Server-Defender-Update-Controls,15_Defender_for_Endpoint_Windows_Server,Malware Protection,L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-2,com.microsoft.autoupdate2,16_Defender_for_Endpoint_macOS,Patch Management,N/A,macOS,mapped
NIST SP 800-53 Rev 5,SI-2,com.microsoft.wdav,16_Defender_for_Endpoint_macOS,Malware Protection,N/A,macOS,mapped
NIST SP 800-53 Rev 5,SI-2,fulldisk,16_Defender_for_Endpoint_macOS,Malware Protection,N/A,macOS,mapped
NIST SP 800-53 Rev 5,SI-2,notif,16_Defender_for_Endpoint_macOS,Malware Protection,N/A,macOS,mapped
NIST SP 800-53 Rev 5,SI-3,ASR - BLOCK - Block Office applications from creating executable content,01_Defender_for_Endpoint (Windows + Linux),Attack Surface Reduction (ASR),L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,ASR - BLOCK - Block abuse of exploited vulnerable signed drivers (Device),01_Defender_for_Endpoint (Windows + Linux),Attack Surface Reduction (ASR),L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,ASR - BLOCK - Block rebooting machine in Safe Mode,01_Defender_for_Endpoint (Windows + Linux),Attack Surface Reduction (ASR),L2,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,ASR - BLOCK - Enable Controlled Folder Access,01_Defender_for_Endpoint (Windows + Linux),Attack Surface Reduction (ASR),L2,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,ASR - BLOCK - Use advanced protection against ransomware,01_Defender_for_Endpoint (Windows + Linux),Attack Surface Reduction (ASR),L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,Baseline - Chrome Microsoft Defender Browser Protection,01_Defender_for_Endpoint (Windows + Linux),Malware Protection,L1,Chrome,mapped
NIST SP 800-53 Rev 5,SI-3,Baseline - Configure Windows protected print,14_Modern_Workplace_and_Resilience,Malware Protection,L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,Baseline - Defender for Endpoint Linux ,01_Defender_for_Endpoint (Windows + Linux),Linux Endpoint Security,L1,Linux,mapped
NIST SP 800-53 Rev 5,SI-3,Baseline - Microsoft Defender Antivirus,01_Defender_for_Endpoint (Windows + Linux),Malware Protection,L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,Baseline - Scareware Blocker in Microsoft Edge,01_Defender_for_Endpoint (Windows + Linux),Malware Protection,L1,Edge,mapped
NIST SP 800-53 Rev 5,SI-3,Baseline - Windows AI - Block Microsoft Recall,10_Privacy_and_AI_Data_Governance,AI & Data Governance,L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,Baseline - Windows AI - Disable Click To Do,10_Privacy_and_AI_Data_Governance,AI & Data Governance,L2,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,Baseline - Windows Defender  Security Experience,01_Defender_for_Endpoint (Windows + Linux),Malware Protection,L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,CISv3 - EDGE - L1 - Allow download restrictions,11_Microsoft_Edge_CIS_Benchmark,Edge Browser Security,L1,Edge,mapped
NIST SP 800-53 Rev 5,SI-3,CISv3 - EDGE - L1 - Configure Edge Website Typo Protection,11_Microsoft_Edge_CIS_Benchmark,Malware Protection,L1,Edge,mapped
NIST SP 800-53 Rev 5,SI-3,CISv3 - EDGE - L1 - Configure Microsoft Defender SmartScreen,01_Defender_for_Endpoint (Windows + Linux),Edge Browser Security,L1,Edge,mapped
NIST SP 800-53 Rev 5,SI-3,CISv3 - EDGE - L1 - Prevent bypassing Microsoft Defender SmartScreen prompts for sites,01_Defender_for_Endpoint (Windows + Linux),Edge Browser Security,L1,Edge,mapped
NIST SP 800-53 Rev 5,SI-3,CISv4 - WIN - L1 - ASR Block Adobe Reader from creating child  processes,01_Defender_for_Endpoint (Windows + Linux),Attack Surface Reduction (ASR),L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,CISv4 - WIN - L1 - ASR Block JavaScript or VBScript from  launching downloaded executable content,01_Defender_for_Endpoint (Windows + Linux),Attack Surface Reduction (ASR),L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,CISv4 - WIN - L1 - ASR Block Office communication application  from creating child processes,01_Defender_for_Endpoint (Windows + Linux),Attack Surface Reduction (ASR),L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,CISv4 - WIN - L1 - ASR Block Win32 API calls from Office  macros,01_Defender_for_Endpoint (Windows + Linux),Attack Surface Reduction (ASR),L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,CISv4 - WIN - L1 - ASR Block all Office applications from creating  child processes,01_Defender_for_Endpoint (Windows + Linux),Attack Surface Reduction (ASR),L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,CISv4 - WIN - L1 - ASR Block credential stealing from the  Windows local security authority subsystem,01_Defender_for_Endpoint (Windows + Linux),Attack Surface Reduction (ASR),L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,CISv4 - WIN - L1 - ASR Block executable content from email  client and webmail,01_Defender_for_Endpoint (Windows + Linux),Attack Surface Reduction (ASR),L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,CISv4 - WIN - L1 - ASR Block persistence through WMI event  subscription,01_Defender_for_Endpoint (Windows + Linux),Attack Surface Reduction (ASR),L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,CISv4 - WIN - L1 - ASR Block process creations originating from  PSExec and WMI commands,01_Defender_for_Endpoint (Windows + Linux),Attack Surface Reduction (ASR),L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,CISv4 - WIN - L1 - ASR Block untrusted and unsigned processes  that run from USB,01_Defender_for_Endpoint (Windows + Linux),Attack Surface Reduction (ASR),L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,CISv4 - WIN - L2 - Enable File Hash Computation,01_Defender_for_Endpoint (Windows + Linux),Malware Protection,L2,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-ASR-Block-Adobe-Reader-Child-Processes,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-ASR-Block-Advanced-Ransomware-Protection,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-ASR-Block-Email-Client-Executable-Content,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-ASR-Block-Executable-Files-Prevalence,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-ASR-Block-Exploited-Signed-Drivers,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-ASR-Block-JS-VBScript-Downloaded-Content,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-ASR-Block-Obfuscated-Scripts,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-ASR-Block-Office-Child-Processes,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-ASR-Block-Office-Communication-Child-Processes,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-ASR-Block-Office-Executable-Content,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-ASR-Block-PSExec-WMI-Process-Creation,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-ASR-Block-Safe-Mode-Reboot,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-ASR-Block-Untrusted-USB-Processes,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-ASR-Block-WMI-Persistence,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-ASR-Block-Webshell-Creation-Exchange,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),N/A,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-ASR-Enable-Controlled-Folder-Access,15_Defender_for_Endpoint_Windows_Server,Attack Surface Reduction (ASR),L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-Defender-Antivirus,15_Defender_for_Endpoint_Windows_Server,Malware Protection,L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-Defender-Device-Tag,15_Defender_for_Endpoint_Windows_Server,Malware Protection,L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-Defender-Enable-File-Hash-Computation,15_Defender_for_Endpoint_Windows_Server,Malware Protection,L2,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-Defender-Security-Experience,15_Defender_for_Endpoint_Windows_Server,Malware Protection,L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,Windows-Server-Defender-Update-Controls,15_Defender_for_Endpoint_Windows_Server,Malware Protection,L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-3,bluetooth,16_Defender_for_Endpoint_macOS,Removable Media & USB,N/A,macOS,mapped
NIST SP 800-53 Rev 5,SI-3,com.microsoft.wdav,16_Defender_for_Endpoint_macOS,Malware Protection,N/A,macOS,mapped
NIST SP 800-53 Rev 5,SI-3,fulldisk,16_Defender_for_Endpoint_macOS,Malware Protection,N/A,macOS,mapped
NIST SP 800-53 Rev 5,SI-3,notif,16_Defender_for_Endpoint_macOS,Malware Protection,N/A,macOS,mapped
NIST SP 800-53 Rev 5,SI-7,Baseline - App and Browser Isolation,01_Defender_for_Endpoint (Windows + Linux),Malware Protection,L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-7,Baseline - Microsoft Defender Antivirus,01_Defender_for_Endpoint (Windows + Linux),Malware Protection,L1,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-7,CISv3 - EDGE - L1 - Allow remote debugging,11_Microsoft_Edge_CIS_Benchmark,Edge Browser Security,L1,Edge,mapped
NIST SP 800-53 Rev 5,SI-7,CISv3 - EDGE - L1 - Enable browser legacy extension point blocking,11_Microsoft_Edge_CIS_Benchmark,Edge Browser Security,L1,Edge,mapped
NIST SP 800-53 Rev 5,SI-7,CISv3 - EDGE - L1 - Enable security warnings for command-line flags,11_Microsoft_Edge_CIS_Benchmark,Edge Browser Security,L1,Edge,mapped
NIST SP 800-53 Rev 5,SI-7,CISv3 - EDGE - L2 - Allow unconfigured sites to be reloaded in  Internet Explorer mode,11_Microsoft_Edge_CIS_Benchmark,Malware Protection,L2,Edge,mapped
NIST SP 800-53 Rev 5,SI-7,CISv3 - EDGE - L2 - AutoLaunch Protocols Component Enabled,11_Microsoft_Edge_CIS_Benchmark,Edge Browser Security,L2,Edge,mapped
NIST SP 800-53 Rev 5,SI-7,CISv3 - EDGE - L2 - Control use of the Headless Mode,11_Microsoft_Edge_CIS_Benchmark,Edge Browser Security,L2,Edge,mapped
NIST SP 800-53 Rev 5,SI-7,CISv3 - EDGE - L2 - Show an Always open checkbox in external  protocol dialog,11_Microsoft_Edge_CIS_Benchmark,Edge Browser Security,L2,Edge,mapped
NIST SP 800-53 Rev 5,SI-7,CISv4 - WIN - L2 - Enable File Hash Computation,01_Defender_for_Endpoint (Windows + Linux),Malware Protection,L2,Windows 11,mapped
NIST SP 800-53 Rev 5,SI-7,Windows-Server-Defender-Antivirus,15_Defender_for_Endpoint_Windows_Server,Malware Protection,L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-7,Windows-Server-Defender-Device-Tag,15_Defender_for_Endpoint_Windows_Server,Malware Protection,L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-7,Windows-Server-Defender-Enable-File-Hash-Computation,15_Defender_for_Endpoint_Windows_Server,Malware Protection,L2,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-7,Windows-Server-Defender-Security-Experience,15_Defender_for_Endpoint_Windows_Server,Malware Protection,L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-7,Windows-Server-Defender-Update-Controls,15_Defender_for_Endpoint_Windows_Server,Malware Protection,L1,Windows Server,mapped
NIST SP 800-53 Rev 5,SI-7,com.microsoft.wdav,16_Defender_for_Endpoint_macOS,Malware Protection,N/A,macOS,mapped
NIST SP 800-53 Rev 5,SI-7,fulldisk,16_Defender_for_Endpoint_macOS,Malware Protection,N/A,macOS,mapped
NIST SP 800-53 Rev 5,SI-7,notif,16_Defender_for_Endpoint_macOS,Malware Protection,N/A,macOS,mapped
